character,movie,mbti,href,year,notes,id,mbti_vote,mbti_count,big5_vote,big5_count
Patsy,monty python and the holy grail,ISTJ,https://www.personality-database.com/profile/19623/patsy-monty-python-and-the-holy-grail-1975-mbti-personality-type,1975.0,,71853.0,ISTJ(12),12 Votes,XXXX(0),0 Votes
The Killer Rabbit,monty python and the holy grail,ISTP,https://www.personality-database.com/profile/258306/the-killer-rabbit-monty-python-and-the-holy-grail-1975-mbti-personality-type,1975.0,,71853.0,ISTP(11),12 Votes,XXXX(0),0 Votes
Uncle Hank,requiem for a dream,ENTJ,https://www.personality-database.com/profile/1347183/uncle-hank-requiem-for-a-dream-2000-mbti-personality-type,2000.0,,180093.0,ENTJ(2),2 Votes,XXXX(0),0 Votes
Sara Goldfarb,requiem for a dream,ESFJ,https://www.personality-database.com/profile/27068/sara-goldfarb-requiem-for-a-dream-2000-mbti-personality-type,2000.0,,180093.0,ESFJ(89),103 Votes,SLUAN(7),9 Votes
Tyrone C. Love,requiem for a dream,ESFP,https://www.personality-database.com/profile/27070/tyrone-c-love-requiem-for-a-dream-2000-mbti-personality-type,2000.0,,180093.0,ESFP(43),44 Votes,SCUAN(2),2 Votes
Prison Guard,requiem for a dream,ESTJ,https://www.personality-database.com/profile/1590439/prison-guard-requiem-for-a-dream-2000-mbti-personality-type,2000.0,,180093.0,ESTJ(1),1 Votes,XXXX(0),0 Votes
Marion Silver,requiem for a dream,ISFP,https://www.personality-database.com/profile/27069/marion-silver-requiem-for-a-dream-2000-mbti-personality-type,2000.0,,180093.0,ISFP(74),107 Votes,RLUEI(4),8 Votes
Harry Goldfarb,requiem for a dream,ISFP,https://www.personality-database.com/profile/27067/harry-goldfarb-requiem-for-a-dream-2000-mbti-personality-type,2000.0,,180093.0,ISFP(83),92 Votes,RLUAN(2),3 Votes
Salome,women talking,ENTJ,https://www.personality-database.com/profile/1275521/salome-women-talking-2022-mbti-personality-type,2022.0,,13669038.0,ENTJ(4),5 Votes,XXXX(0),0 Votes
Mariche,women talking,ESTJ,https://www.personality-database.com/profile/1275522/mariche-women-talking-2022-mbti-personality-type,2022.0,,13669038.0,ESTJ(7),8 Votes,RLOEN(1),1 Votes
Ona,women talking,INFJ,https://www.personality-database.com/profile/1275520/ona-women-talking-2022-mbti-personality-type,2022.0,,13669038.0,INFJ(12),13 Votes,XXXX(0),0 Votes
August,women talking,INFP,https://www.personality-database.com/profile/1275559/august-women-talking-2022-mbti-personality-type,2022.0,,13669038.0,INFP(10),10 Votes,XXXX(0),0 Votes
Agata,women talking,ISFP,https://www.personality-database.com/profile/1275539/agata-women-talking-2022-mbti-personality-type,2022.0,,13669038.0,ISFP(2),2 Votes,XXXX(0),0 Votes
Scarface Janz,women talking,ISTJ,https://www.personality-database.com/profile/1275523/scarface-janz-women-talking-2022-mbti-personality-type,2022.0,,13669038.0,ISTJ(3),3 Votes,XXXX(0),0 Votes
Jani,croupier,ESTJ,https://www.personality-database.com/profile/1073304/jani-croupier-1998-mbti-personality-type,1998.0,,159382.0,ENTJ(1),1 Votes,XXXX(0),0 Votes
Jack Snr.,croupier,ESTP,https://www.personality-database.com/profile/1073311/jack-snr-croupier-1998-mbti-personality-type,1998.0,,159382.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Jack Manfred,croupier,INTJ,https://www.personality-database.com/profile/1073301/jack-manfred-croupier-1998-mbti-personality-type,1998.0,,159382.0,INTJ(1),1 Votes,RCOEI(1),1 Votes
David Reynolds,croupier,ISTJ,https://www.personality-database.com/profile/1073320/david-reynolds-croupier-1998-mbti-personality-type,1998.0,,159382.0,ISTJ(1),1 Votes,XXXX(0),0 Votes
Jimmy Price,manhunter,ENTJ,https://www.personality-database.com/profile/1061194/jimmy-price-manhunter-1986-mbti-personality-type,1986.0,,91474.0,ENTJ(1),1 Votes,XXXX(0),0 Votes
Dr. Hannibal Lecktor (Brian Cox),manhunter,ENTJ,https://www.personality-database.com/profile/83035/dr-hannibal-lecktor-brian-cox-manhunter-1986-mbti-personality-type,1986.0,,91474.0,ENTJ(7),9 Votes,XXXX(0),0 Votes
Freddy Lounds,manhunter,ENTP,https://www.personality-database.com/profile/83038/freddy-lounds-manhunter-1986-mbti-personality-type,1986.0,,91474.0,ENTP(3),3 Votes,XXXX(0),0 Votes
Will Graham,manhunter,INFJ,https://www.personality-database.com/profile/83032/will-graham-manhunter-1986-mbti-personality-type,1986.0,,91474.0,INFJ(10),12 Votes,XXXX(0),0 Votes
Megan Twohey,she said,INFP,https://www.personality-database.com/profile/1001391/megan-twohey-she-said-2022-mbti-personality-type,2022.0,,14807308.0,ENTJ(2),4 Votes,SLOEI(1),1 Votes
Jodi Kantor,she said,INFJ,https://www.personality-database.com/profile/1001392/jodi-kantor-she-said-2022-mbti-personality-type,2022.0,,14807308.0,INFJ(2),4 Votes,RLOAI(1),1 Votes
Arthur Pryce,oldboy,ENTJ,https://www.personality-database.com/profile/600966/arthur-pryce-oldboy-2013-mbti-personality-type,2013.0,,1321511.0,ENTJ(1),1 Votes,XXXX(0),0 Votes
Chaney,oldboy,ESTP,https://www.personality-database.com/profile/168692/chaney-oldboy-2013-mbti-personality-type,2013.0,,1321511.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Adrian Pryce,oldboy,INTJ,https://www.personality-database.com/profile/168691/adrian-pryce-oldboy-2013-mbti-personality-type,2013.0,,1321511.0,INTJ(2),3 Votes,XXXX(0),0 Votes
Marie Sebastian / Mia Doucett,oldboy,ISFJ,https://www.personality-database.com/profile/168690/marie-sebastian-mia-doucett-oldboy-2013-mbti-personality-type,2013.0,,1321511.0,ISFJ(1),1 Votes,XXXX(0),0 Votes
Joe Doucett,oldboy,ISTP,https://www.personality-database.com/profile/168689/joe-doucett-oldboy-2013-mbti-personality-type,2013.0,,1321511.0,ISTP(2),3 Votes,XXXX(0),0 Votes
Naomi Bishop,equity,ENTJ,https://www.personality-database.com/profile/598203/naomi-bishop-equity-2016-mbti-personality-type,2016.0,,3958780.0,ENTJ(1),1 Votes,SLOEI(1),1 Votes
Mrs. Bolton,lady chatterley's lover,ISFJ,https://www.personality-database.com/profile/593986/mrs-bolton-lady-chatterleys-lover-2022-mbti-personality-type,2022.0,,14369780.0,ISFJ(4),5 Votes,XXXX(0),0 Votes
Mrs. Flint,lady chatterley's lover,ISFJ,https://www.personality-database.com/profile/593987/mrs-flint-lady-chatterleys-lover-2022-mbti-personality-type,2022.0,,14369780.0,ISFJ(2),2 Votes,XXXX(0),0 Votes
Oliver Mellors,lady chatterley's lover,ISTP,https://www.personality-database.com/profile/593984/oliver-mellors-lady-chatterleys-lover-2022-mbti-personality-type,2022.0,,14369780.0,ISTP(11),19 Votes,XXXX(0),0 Votes
Gladys Leeman,drop dead gorgeous,ENTJ,https://www.personality-database.com/profile/552817/gladys-leeman-drop-dead-gorgeous-1999-mbti-personality-type,1999.0,,157503.0,ENTJ(3),4 Votes,SLOEI(2),2 Votes
Loretta,drop dead gorgeous,ENTP,https://www.personality-database.com/profile/556145/loretta-drop-dead-gorgeous-1999-mbti-personality-type,1999.0,,157503.0,ENTP(2),3 Votes,SCUAI(1),1 Votes
Amber Atkins,drop dead gorgeous,ESFJ,https://www.personality-database.com/profile/340441/amber-atkins-drop-dead-gorgeous-1999-mbti-personality-type,1999.0,,157503.0,ESFJ(9),12 Votes,RCOAN(1),1 Votes
Leslie Miller,drop dead gorgeous,ESFP,https://www.personality-database.com/profile/552824/leslie-miller-drop-dead-gorgeous-1999-mbti-personality-type,1999.0,,157503.0,ESFP(2),3 Votes,SCUAN(1),1 Votes
Bradley Uppercrust III,a goofy movie,ENTJ,https://www.personality-database.com/profile/524742/bradley-uppercrust-iii-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ENTJ(5),7 Votes,SLOEN(2),2 Votes
Bobby Zimuruski,a goofy movie,ENTP,https://www.personality-database.com/profile/8861/bobby-zimuruski-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ENTP(23),28 Votes,SCUAI(1),1 Votes
Stacey,a goofy movie,ESFJ,https://www.personality-database.com/profile/8862/stacey-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ESFJ(17),33 Votes,XXXX(0),0 Votes
Goofy,a goofy movie,ESFJ,https://www.personality-database.com/profile/8857/goofy-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ESFJ(68),114 Votes,SCUAI(4),9 Votes
Principal Mazur,a goofy movie,ESTJ,https://www.personality-database.com/profile/8863/principal-mazur-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ESTJ(9),9 Votes,XXXX(0),0 Votes
Powerline,a goofy movie,ESTP,https://www.personality-database.com/profile/314647/powerline-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ESTP(4),5 Votes,SLOAN(1),1 Votes
Tank,a goofy movie,ESTP,https://www.personality-database.com/profile/227089/tank-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ESTP(2),2 Votes,XXXX(0),0 Votes
Pete,a goofy movie,ESTP,https://www.personality-database.com/profile/8859/pete-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ESTP(11),19 Votes,XXXX(0),0 Votes
Beret Girl,a goofy movie,INFJ,https://www.personality-database.com/profile/227085/beret-girl-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,INFJ(17),23 Votes,RLOAI(1),1 Votes
Sylvia Marpole,a goofy movie,ISFJ,https://www.personality-database.com/profile/227084/sylvia-marpole-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ISFJ(4),10 Votes,SLOAN(1),1 Votes
P.J. Pete,a goofy movie,ISFJ,https://www.personality-database.com/profile/8860/pj-pete-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ISFJ(15),19 Votes,SLOAN(1),1 Votes
Roxanne,a goofy movie,ISFJ,https://www.personality-database.com/profile/8858/roxanne-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ISFJ(34),58 Votes,RCOAN(2),2 Votes
Max Goof,a goofy movie,ISFP,https://www.personality-database.com/profile/8856/max-goof-a-goofy-movie-1995-mbti-personality-type,1995.0,,113198.0,ISFP(90),175 Votes,RCUEI(5),9 Votes
Isabella,miami vice,ENTJ,https://www.personality-database.com/profile/510599/isabella-miami-vice-2006-mbti-personality-type,2006.0,,430357.0,ENTJ(2),2 Votes,SCOEI(1),1 Votes
Ricardo Tubbs,miami vice,ESTJ,https://www.personality-database.com/profile/510598/ricardo-tubbs-miami-vice-2006-mbti-personality-type,2006.0,,430357.0,ESTJ(2),2 Votes,SCOEN(1),1 Votes
José Yero,miami vice,ESTP,https://www.personality-database.com/profile/510600/jos-yero-miami-vice-2006-mbti-personality-type,2006.0,,430357.0,ESTP(1),1 Votes,SLUEN(1),1 Votes
Sonny Crockett,miami vice,ESTP,https://www.personality-database.com/profile/510597/sonny-crockett-miami-vice-2006-mbti-personality-type,2006.0,,430357.0,ESTP(3),3 Votes,SCUEN(1),1 Votes
Lars,heavyweights,ENTJ,https://www.personality-database.com/profile/508298/lars-heavyweights-1995-mbti-personality-type,1995.0,,110006.0,ENTJ(1),1 Votes,XXXX(0),0 Votes
Tony Perkis Sr.,heavyweights,ENTP,https://www.personality-database.com/profile/508299/tony-perkis-sr-heavyweights-1995-mbti-personality-type,1995.0,,110006.0,ENTP(1),1 Votes,XXXX(0),0 Votes
Patrick “Pat” Finley,heavyweights,ESFJ,https://www.personality-database.com/profile/437804/patrick-pat-finley-heavyweights-1995-mbti-personality-type,1995.0,,110006.0,ESFJ(2),4 Votes,XXXX(0),0 Votes
Philip,heavyweights,ESFJ,https://www.personality-database.com/profile/508307/philip-heavyweights-1995-mbti-personality-type,1995.0,,110006.0,ESFJ(1),1 Votes,XXXX(0),0 Votes
"Tony Perkis, Jr.",heavyweights,ESTP,https://www.personality-database.com/profile/437802/tony-perkis-jr-heavyweights-1995-mbti-personality-type,1995.0,,110006.0,ESTP(2),3 Votes,XXXX(0),0 Votes
Mrs. Garner,heavyweights,ISFP,https://www.personality-database.com/profile/508301/mrs-garner-heavyweights-1995-mbti-personality-type,1995.0,,110006.0,ISFP(1),1 Votes,XXXX(0),0 Votes
Kenny,heavyweights,ISTJ,https://www.personality-database.com/profile/508303/kenny-heavyweights-1995-mbti-personality-type,1995.0,,110006.0,ISTJ(1),1 Votes,XXXX(0),0 Votes
Mrs. Perkis,heavyweights,ISTP,https://www.personality-database.com/profile/508300/mrs-perkis-heavyweights-1995-mbti-personality-type,1995.0,,110006.0,ISTP(1),1 Votes,XXXX(0),0 Votes
Nora Wells,death to smoochy,ENTJ,https://www.personality-database.com/profile/498930/nora-wells-death-to-smoochy-2002-mbti-personality-type,2002.0,,266452.0,ENTJ(1),1 Votes,XXXX(0),0 Votes
Rainbow Randolph,death to smoochy,ESFP,https://www.personality-database.com/profile/227992/rainbow-randolph-death-to-smoochy-2002-mbti-personality-type,2002.0,,266452.0,ESFP(2),2 Votes,XXXX(0),0 Votes
Sheldon Mopes,death to smoochy,ISFP,https://www.personality-database.com/profile/76471/sheldon-mopes-death-to-smoochy-2002-mbti-personality-type,2002.0,,266452.0,ISFP(2),3 Votes,XXXX(0),0 Votes
Louis Strack Jr.,darkman,ENTJ,https://www.personality-database.com/profile/497767/louis-strack-jr-darkman-1990-mbti-personality-type,1990.0,,99365.0,ENTJ(1),1 Votes,XXXX(0),0 Votes
B.B. King,elvis,ESFP,https://www.personality-database.com/profile/518312/bb-king-elvis-2022-mbti-personality-type,2022.0,,3704428.0,ESFP(2),2 Votes,XXXX(0),0 Votes
Priscilla Presley,elvis,INFJ,https://www.personality-database.com/profile/492980/priscilla-presley-elvis-2022-mbti-personality-type,2022.0,,3704428.0,INFJ(19),39 Votes,XXXX(0),0 Votes
Gladys Presley,elvis,ISFJ,https://www.personality-database.com/profile/492981/gladys-presley-elvis-2022-mbti-personality-type,2022.0,,3704428.0,ISFJ(6),11 Votes,XXXX(0),0 Votes
Hank Snow,elvis,ISTJ,https://www.personality-database.com/profile/518314/hank-snow-elvis-2022-mbti-personality-type,2022.0,,3704428.0,ISTJ(2),3 Votes,XXXX(0),0 Votes
